,original,pos,deplab,ld,sd
pos,0.8978102189781022,0.21632382216323823,0.44790975447909753,0.8951559389515594,0.8931652289316523
deplab,0.7013934970139349,0.38752488387524886,0.21765096217650962,0.7000663570006636,0.7040477770404777
ld,0.9540746621538586,0.9236295180513566,0.8456464617368278,-0.3070867599039453,0.138137218787742
sd,-0.07772289216518402,-0.09807276766431504,-0.11092770192984062,-0.25814849546650925,-0.3841681480407715
