,original,pos,deplab,ld,sd
pos,0.8978102189781022,0.79628400796284,0.7929661579296616,0.893828798938288,0.7903118779031187
deplab,0.7013934970139349,0.6211015262110152,0.6211015262110152,0.7047113470471135,0.6211015262110152
ld,0.9540746621538586,0.7299752395995442,0.10984056168388545,0.08583014467620564,0.36812393337889504
sd,-0.07772289216518402,-0.12130268663167953,-0.21863383054733276,-0.19835634529590607,-0.16987216472625732
