,pos,deplab,sd
pos,0.9882524119344251,0.34374715817494894,0.001405411661609901
deplab,0.3431696244325215,0.9013619479983492,0.00010317787866276351
sd,0.09137733969395134,0.1502550117491872,3.9760844905548964
