,original,pos,deplab,sd
pos,0.9374233128834356,0.8831288343558282,0.8883435582822086,0.938036809815951
deplab,0.7757668711656441,0.7254601226993865,0.7223926380368099,0.7677914110429448
sd,0.03025912679731846,0.023347800597548485,0.02599189430475235,0.015366318635642529
