,pos,deplab,sd,sdm
pos,0.16820835793478975,0.612018631502985,0.9322311880863348,0.9344485993570819
deplab,0.5599291478055501,0.11123794528636095,0.7891097552975136,0.7978744341665026
sd,-0.008679320104420185,-0.008743517100811005,-0.011614812538027763,-0.0054801651276648045
sdm,0.17459946870803833,0.16875150799751282,0.1759861707687378,-0.00845253188163042
