,original,pos,deplab,sd
pos,0.9012661549563734,0.8651184150101686,0.8653152266614184,0.8653808305451682
deplab,0.7284655251590895,0.6948763366791314,0.6952699599816309,0.6943515056091321
sd,0.7637253999710083,0.7596468925476074,0.7569287419319153,0.7475608587265015
