,pos,deplab,sd
pos,0.9911785231761442,0.3711483390114858,-0.00259556313406506
deplab,0.3370755835725877,0.8945902509050057,-0.012268287354886942
sd,-0.0009490094641262381,-0.0010437635648687937,0.02766301917479841
