,pos,deplab,ld,sd
pos,1.1824027873666638,0.7659362619542096,-0.003621448047064879,0.003621448047064768
deplab,0.7935058392489123,1.1061708266544539,0.007106022441034976,0.03553011220517521
ld,0.08143594461575632,0.24054944207111695,2.988823793582937,1.9314596644595021
sd,0.30347699601170797,0.375332743922678,2.5160490359254397,8.351562381728563
