,pos,deplab,ld,sd
pos,0.30447081297527656,0.30447081297527656,-0.02854413871643202,0.30447081297527656
deplab,0.3762870317731035,0.34356642031457285,-0.01636030572926539,0.34356642031457285
ld,0.6601003095822062,3.161025433284847,2.0705046159106395,3.146187805627109
sd,-0.3332914156012403,-0.45530389006929495,-0.27246845431268096,-0.4550281045942872
