,pos,deplab,ld,sd
pos,0.513794496895779,0.49476507108482426,-0.02854413871643202,0.019029425810954903
deplab,0.490809171877961,0.5071694776072264,-0.04908091718779595,0.08180152864632706
ld,0.18146177168615762,0.36642176853179054,2.633713779288885,1.7981393993807466
sd,-0.05168766799272162,-0.08908656300701456,-0.5115389977193177,-0.449690690714994
