,pos,deplab,sd,sdm
pos,0.19225576828669613,0.6438389788905253,0.9334192439862543,0.9364874815905744
deplab,0.5789764359351989,0.19262395679921454,0.788046146293569,0.8005031909671085
sd,-0.02614879235625267,-0.02625272050499916,-0.04224827513098717,-0.02386540174484253
sdm,0.2532573640346527,0.24289116263389587,0.25967100262641907,-0.03940746933221817
